ツイートID,ツイート時刻,ツイート本文,いいね数,リツイート数,ID,ユーザー名,アカウント名,自己紹介文,フォロー数,フォロワー数,アカウント作成日時,自分のフォロー状況,アイコン画像URL,ヘッダー画像URL,WEBサイト
1620803658987503616,2023-02-02_00:18:00,"#RTした人全員フォローする
#相互希望

フォロワーさん増やそう

RTした人全員フォローする

RT来るまで暴れとこ。
✌('ω'✌ )三✌('ω')✌三( ✌'ω')✌

暇！

＿人人人＿
＞超暇！＜
￣Y^Y^Y￣",0,0,2793566683,xxx_rionxx,りお,男になりたい系女子,13,136,2014-09-06_18:13:57,False,http://pbs.twimg.com/profile_images/508469697193340928/OZpHr7fk_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,
1620803646220034050,2023-02-02_00:17:56,"@id01mPLG2pXKGOX あー。店舗行けると安心ですね〜
絶対仕事だから店舗組には参加出来たことないので、羨ましいです💦
オンライン参加して、ダメでフォロワーさんにお願いしたりする事もあります😭💦
逆にオンラインよりフォロワーさんにお願いした方が送料安いの笑います🤣💦
ちいマ送料安くして欲しいです😭",0,0,1504731647992025089,miku0429_twit,みーたん,初心者ですが、よろしくお願いいたします🔰 🙇✨うさぎ🐰メインの箱推し💕刺繍などもやってます。イラストは🐰が可愛く書けないのでハチワレちゃんしか描けません🤣,614,1040,2022-03-18_17:09:26,False,http://pbs.twimg.com/profile_images/1608872636817477632/lsPgnIle_normal.jpg,,
1620803642839429123,2023-02-02_00:17:56,新田さんが本を出版して、皆の購入報告を受けている姿を見てると、なんか不思議な気持ちになったな。Twitterっていう顔も声も分からない人との繋がりは、なんか夢のようでどこか現実感がなかったんだけど、こうしてフォロワーさんの本を手に取ったことで、まやかしじゃあないんだなってなった。,2,0,2414162664,touseisyousetu,騰成(とうせい)@瞬間、青く燃ゆ,騰成(とうせい)といいます。アルファポリス主催、第５回ライト文芸大賞にて青春賞を受賞しました。読者の心に残る作品を作ることを目指しています。ヘッダーとプロフィールのイラストは知(@itsushirosato)さんに描いていただきました。私のアルファポリスアカウントが下のURLから見ることがます。,2295,1628,2014-03-27_21:36:29,False,http://pbs.twimg.com/profile_images/1533827910707998720/-DDv24q4_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/5Ecc85m5bV
1620803629866434560,2023-02-02_00:17:53,"RT @lag_rin_10th: 【キャンペーン】
フォロワー1,000人突破記念㊗

3/19上映会🎥にもご登壇の
🟢京乃まどか役 #石原夏織 さん
🔵ラン役 #瀬戸麻沙美 さん
🟠ムギナミ役 #茅野愛衣 さん
📀サイン入りBlu-ray BOX
✨3名様プレゼント✨

参…",0,1882,727870430061584388,ksNR1lLVHgdvHsY,ちゃんタ,fripSide、ウマ娘好き。trusty snowとsnow of silenceが好きな曲です。推しはナリタタイシン。競争馬だとステイゴールド､ジャングルポケット、イーグルカフェが好きです。🐺☪️,305,116,2016-05-04_23:40:08,False,http://pbs.twimg.com/profile_images/1565932712720224256/QQTj2LEZ_normal.jpg,,
1620803627622469632,2023-02-02_00:17:52,"天野浩成さん、2日半でフォロワー50000人突破
ツイート数はリツイートほぼ無しで351でツイ廃気味",6,0,1222888142803333120,SURVIVE_RIDERS,りやーゆ@21歳なった&ナッジスパロウ🐦ありがとう&デッカーありがとう&龍騎20周年完,仮面ライダーオタクだけどウルトラと戦隊はライトファンな大学3年生/アイコンは最推しライダー/昭和平成令和ライダーどれも好きだが1番聞かれたら龍騎㊗️20周年無料配信中/令和はセイバー派/深夜アニメも観てる（今季固定ツイ参照）/フォローしてくれたら上記趣味と合ってたら歓迎フォロバ/無言フォローするけどフォロバして欲しい,1510,1088,2020-01-30_23:24:35,False,http://pbs.twimg.com/profile_images/1621170801369300993/BiWcH5CA_normal.jpg,,https://t.co/icEilwMXKy
1620803623285592064,2023-02-02_00:17:51,"RT @kimino_image: ところで、ブシ□ード作品Webオンリー「結局ブシなんだよな」ってどんなイベント？どんな作品があれば参加できるの？
その疑問にお答えする漫画です！
ぜひRTでフォロワーさんまで広めてください🌠
（漫画…dummy様）

現在の開催予定→ htt…",0,90,1280534424,kajitu0503,オレンジ☆パイン,雑多アカウント。成人済。絵を描いたりwebオンリーやったりしてます。/ skeb→ https://t.co/3krLL576FI / @5fruit3,344,478,2013-03-19_23:12:52,False,http://pbs.twimg.com/profile_images/1614484350896345088/yWwYD412_normal.jpg,http://abs.twimg.com/images/themes/theme8/bg.gif,https://t.co/IbPW72aM9v
1620803618860572677,2023-02-02_00:17:50,1月は死ぬほど忙しくて、今日やっと今年初めてクリスタ開いた…フォロワーさんに頂いた本も更新されてる新作も全く読めていない悲しみ…まだ諸々片付いていないので、今月いっぱいは心ここにあらずかも…｡ﾟ(ﾟ´Д｀ﾟ)ﾟ｡ｴｰﾝ,4,0,528443329,nanami1118,ななこ,創作BL中心。マイペースに絵を描いたりお話を書いたりしています。成人済。妄想・日常垂れ流し。18歳以上推奨。【pixiv】https://t.co/OYtQwzZkji【エブリスタ】https://t.co/c6ofVpb4EV,63,48,2012-03-18_20:54:13,False,http://pbs.twimg.com/profile_images/1224680432282660867/A7nvatAv_normal.jpg,http://abs.twimg.com/images/themes/theme13/bg.gif,
1620803598904098816,2023-02-02_00:17:45,@beppukenbiki 画風が広がってくのは、フォロワーさんの広がりですね！,1,0,2848055851,Count_Down_000,吉村英崇⏰ 貴方の寒気はどこから？_(: 3 」∠ )_,#ガチ甲冑合戦 に参加している会員です。 #日本甲冑合戦之会 2015-2020年、SNS広報を担当。 #映画・刀剣乱舞 2019年 大展覧会（伊勢）SNS広報担当に,9710,11383,2014-10-09_09:17:41,False,http://pbs.twimg.com/profile_images/1173037436504461313/ShhUzHy6_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/twFRpwWn41
1620803593011105792,2023-02-02_00:17:44,"フォロワーさんがすとんずさんの話してるとめちゃ食いついちゃうのキモオタクで本当に申し訳ない…
僕の推しはピンクの人と黒い人ですどうぞよろしくお願いします",0,0,2526340622,418sds,サダス,草太さんダダハマり中。伊角さん鷲この川白伊達工プリリズジャニオタ。成人女児。その他詳しくはhttps://t.co/Hh0ovVnKQf メッセージやリクエストくださいボックスhttps://t.co/JhYZSpaXRT,148,707,2014-05-27_11:28:01,False,http://pbs.twimg.com/profile_images/1200988356680638464/XCRk7ISb_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/P2tHuFeh6C
1620803569703346176,2023-02-02_00:17:38,"RT @lag_rin_10th: 【キャンペーン】
フォロワー1,000人突破記念㊗

3/19上映会🎥にもご登壇の
🟢京乃まどか役 #石原夏織 さん
🔵ラン役 #瀬戸麻沙美 さん
🟠ムギナミ役 #茅野愛衣 さん
📀サイン入りBlu-ray BOX
✨3名様プレゼント✨

参…",0,1882,1584760746541711360,A3GFxNgyHreCUqg,なるときんとき,,2922,395,2022-10-25_13:16:59,False,http://pbs.twimg.com/profile_images/1600913600159387653/EpzLOcPr_normal.png,,
1620803567572615168,2023-02-02_00:17:38,"RT @yukicha1103: ㊗️11000フォロワー✨
繋がってくれた方ありがとう‼️
2月も頑張っていこー‼️

ぜひフォローまだの方は
ボタンぽちっとしていってね‼️
フォロバ早めです(*•̀ᴗ•́*)👍

💗懸賞仲間募集中
💗懸賞垢さんフォロバ100
💗懸賞好きさん…",0,70,1611286728568115201,Makinekojp,まきねこ,"日本に住む。4人家族👨‍👩‍👧‍👦。
懸賞が大好き皆さんにご縁がありますように。
#まきねこの当選報告",961,675,2023-01-06_18:01:23,False,http://pbs.twimg.com/profile_images/1619528135338508289/nin4ztaR_normal.jpg,,
1620803558097715200,2023-02-02_00:17:35,"鯛のカルパッチョで乾杯🍻
#Twitter晩酌部
🤲フォロワーさん募集中🤲 フォロー&amp;固定ツイもしくはこのツイRTいただきましたら➡️💯全力フォロバいたします‼️  #相互フォロー https://t.co/zfPaL3gXWO",202,30,1527937078243512320,sake_meal,glue フォロバ💯,相互フォロー✨ 料理とお酒とNFTが好きです。料理は作るのも食べるのも好き！金融問題のあれこれに興味あります。固定ツイRTでフォロバ100% #NFT #FB100,3676,3608,2022-05-21_17:59:39,False,http://pbs.twimg.com/profile_images/1608323387650355200/L-QygXon_normal.jpg,,
1620803549872672768,2023-02-02_00:17:34,"RT @ui_shig: この件、フォロワーの絵描きさん方が同意してるのを散見してやっぱ名機だったよね～～！？となっています　共感を得られて満足しました
ゲーマーさんより絵描きさん需要が高かったのだろうか",0,194,1114009376094806016,yukimi_match,yukimi🌂,よろしくお願いしますʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʕ•̫͡• 甘いもの食べている時が最高の至福！(箱推し@Vspo77) 最推し→@ui_shig,236,32,2019-04-05_12:38:27,False,http://pbs.twimg.com/profile_images/1540713835489001472/OdX7pWZj_normal.jpg,,
1621352799404699648,2023-02-03_12:40:05,"音楽フェス「フジロックフェスティバル '23」第1弾出演アーティスト発表

LIZZO、FOO FIGHTERS、THE STROKESがヘッドライナーに - https://t.co/UeggJjDBFl https://t.co/aa9noazSbE",266,130,168816611,fashionpressnet,Fashion Press,"「ファッションプレス」公式アカウント。ファッションを中心にグルメ、アート、映画、音楽などライフスタイルを紹介するメディア。 
【Instagram】https://t.co/WqvX56sUos",1,3777769,2010-07-21_06:38:17,False,http://pbs.twimg.com/profile_images/890882778878758913/U37FSz9D_normal.jpg,http://abs.twimg.com/images/themes/theme14/bg.gif,https://t.co/phSET0vuC3
1621344017974988800,2023-02-03_12:05:11,"【フジロック '23 出演決定！】ルイス・コール、すべての音楽ファンを魅了する型破りなポップスターが、大絶賛されたビッグバンド編成でフジロックに登場！
#louiscole ＃ルイスコール https://t.co/pA0FsVFXZe",347,76,73038004,beatink_jp,beatink_jp,音楽レーベルBeatink ビートインク公式 Beat Records / Warp / Ninja Tune / Brainfeeder / On-U Sound / Tru Thoughts / Brownswood / Beggars Group / Domino and many more...,618,28483,2009-09-10_13:09:51,False,http://pbs.twimg.com/profile_images/1381893169168535557/AiSoqYHA_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/rOK9H7o8fH
1621349786921340934,2023-02-03_12:28:07,"今年のフジロックはFoo Fighters、リゾ、The Strokesがヘッドライナー
https://t.co/MFwJQ5n96A

#fujirock #フジロック",121,51,5649672,natalie_mu,音楽ナタリー,国内No.1の情報量を誇る音楽ニュースサイト。コミックナタリー（@comic_natalie）、お笑いナタリー（@owarai_natalie）、映画ナタリー（@eiga_natalie）、ステージナタリー（@stage_natalie）、ナタリーストア（@natalie_store）もあわせてどうぞ。,8,1288073,2007-04-30_20:00:09,False,http://pbs.twimg.com/profile_images/1259651927744278528/GM_aVfnj_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,http://t.co/5Y8DX61xfe
1621370119309107201,2023-02-03_13:48:54,テイラー・ホーキンスいなくなっちゃったけど待ちに待ったFOO FIGHTERSの来日。何年振りかのフジロック行きたすぎる🤩 https://t.co/4Q3kWWbqZp,0,0,1196973796827136000,JukuJukuChojuku,ちょうじゅく@🍞,座右の銘は【やれば出来る子より出来ればやれる子】ん？ 大阪でDQウォーク少しだけプレイしてます(不真面目勢)。界隈の方ならフォロバすると思う。 無論クソリプには反応しません。 群れるの不得意。 あと私コミュ障です。 あとクレゲ好きです。 あと猫飼ってます。あと… #ちょうじゅくのエサ,931,951,2019-11-20_11:10:00,False,http://pbs.twimg.com/profile_images/1538106250524733440/n6unvdtH_normal.jpg,,
1621370093790978049,2023-02-03_13:48:48,RT @h8_wa: サマソニとフジロック、どちらも第一弾はなかなか両フェスとも『らしいな』ってラインナップになってるね https://t.co/i4TwAZP7jH,0,6,1404105932,Tyabmgmt,チャブ・マネジメント,ニンジャスレイヤー・FFS・音楽・ゲーム（RPG)・小説（ミステリ・ホラー）・映画・漫画・特撮関係。FGO。世界樹の迷宮、その他DRPG全般。Rock、Electronic、House等  ツイートしきれない長文などはnoteで→https://t.co/AUBSxycyBp,2716,1782,2013-05-05_13:45:14,False,http://pbs.twimg.com/profile_images/985162256454316032/KOmKMwSg_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621370075797389314,2023-02-03_13:48:44,フジロックにルイス・コールかー！,0,0,15315188,rameo,ラメ夫,北海道生まれ・湘南在住 / PC誌やゲーム誌の編集・フリーライター・ガラケー＆スマホゲーのプランナー等を経て現在はイチジクの葉についた露を舐めて暮らしています。,595,613,2008-07-04_13:59:51,False,http://pbs.twimg.com/profile_images/1606557397165936640/sHsDbqVH_normal.jpg,http://abs.twimg.com/images/themes/theme2/bg.gif,
1621370061637419008,2023-02-03_13:48:40,RT @20100726_Latte_: 佐野元春＆THE COYOTE BAND、今年のフジロック出ないかなぁー。ツアー中だと思われますが、それがなおのこと良い。,0,1,1127042715504365569,cJaZ4TIgxYAuEaX,春に咲く、さくら🌸,さくらです🌸 男はつらいよ、の、フーテンの寅さんの妹、さくら、の、呼び名から、名づけられています。佐野元春さんを敬愛しております💝 ジャズピアニストの、奥田弦さん、ピアニストの、牛田智大さんの大ファンです🥰 どうぞ宜しくお願い致します🙏,306,196,2019-05-11_11:48:17,False,http://pbs.twimg.com/profile_images/1589850734962479104/N-nEJ_-g_normal.jpg,,
1621370058026156032,2023-02-03_13:48:40,フジロックにストロークス！！ウィーザーも！？行きたい行きたい行きたい,0,0,107078643,mitsu84,みみはははは,明日も明後日もこれからも幸せ。さんて。 プロレス、競馬、飲酒、音楽なんでもこいや。子育て3年生。,824,527,2010-01-21_23:00:14,False,http://pbs.twimg.com/profile_images/464595532476739584/QCu91xrM_normal.jpeg,http://abs.twimg.com/images/themes/theme12/bg.gif,
1621370057795452928,2023-02-03_13:48:40,"頭脳警察PANTAが緊急入院、ワンマンに変更された「夕刊フジ・ロック」中止に(音楽ナタリー)
#Yahooニュース
https://t.co/0nDPRNXjlg",0,0,56953452,livemaster,livemaster,Music Connect-er。ヒトとマチとオトを繋げる。プランニング／プロモーション／サポート／ライター・編集／イベント制作／講師等音楽に関わる事を中心に。目黒ミュージックフェスタ。ほぼ毎日どこかのライヴ会場かCDショップに生息しています。cdshopwanderer,948,1127,2009-07-15_16:16:16,False,http://pbs.twimg.com/profile_images/946003673078837248/T6lUIfun_normal.jpg,http://abs.twimg.com/images/themes/theme2/bg.gif,https://t.co/jqE5SCWXWF
1621369879394942977,2023-02-03_13:47:57,"Foo Fighters、The Strokesが苗場の谷にやってくる！！！
フジロック行くマンは予習するのや！ https://t.co/y7dy2g1cPb",0,0,1423326003204562947,Pechi9999999999,退職散歩ぺち,tubby tabby(@tubbytabby_band)Dr. /会社辞め歩きYouTube(https://t.co/ZtrKFK18Ue),834,848,2021-08-06_01:52:33,False,http://pbs.twimg.com/profile_images/1587751515464167424/n3SnkhRH_normal.jpg,,
1621369803008258048,2023-02-03_13:47:39,"フーファイターズとウィーザーが同年フジロックに出演するのは97年以来かな？この2バンドは仲良しで19年ロッキンリオでウィーザーはニルヴァーナLithiumを演しそれに感涙したデイヴは自分のステージでウィーザーへ彼らの曲Big Meを演奏した話が好きです 
https://t.co/RzwfkrmbXd @YouTube",0,0,450573300,kyuri0465,🥒,,419,1212,2011-12-30_20:53:21,False,http://pbs.twimg.com/profile_images/948785072294969345/0cCa2eTU_normal.jpg,http://abs.twimg.com/images/themes/theme18/bg.gif,
1621369802181984257,2023-02-03_13:47:39,フジロック豪華やね,0,0,2734048592,pendulax,かきP,洋楽好きです。洋画好きです。ゲーム好きです。,75,29,2014-08-15_18:08:10,False,http://pbs.twimg.com/profile_images/529607049714225153/vdvXX05L_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621369764894613505,2023-02-03_13:47:30,フジロックいくかー,0,0,1263717476119965696,kkkkk_zeus,アル中,スニーカー、ウイスキー ※Twitterでは特に有益な情報はアップしません。,236,484,2020-05-22_15:25:07,False,http://pbs.twimg.com/profile_images/1435815320741048325/2viYiwCD_normal.jpg,,
1621369762810068992,2023-02-03_13:47:29,そう言えば小学生以来、野糞してる人を見たことないな。フジロックで森の中に分け入ってる連中が野ションじゃなくて野糞だったら大量に見かけてるが。,0,0,453105942,moyomoto73,も,フォローお願いします！,0,0,2012-01-03_00:52:53,False,http://pbs.twimg.com/profile_images/1729791283/image_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,
1621369761467875328,2023-02-03_13:47:29,どなたか、フジロックS駐車券、譲ってもらえないでしょうか？,0,0,1484508721485348865,otonashi1414,おとなし,,26,0,2022-01-21_21:50:44,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,
1621344013814222851,2023-02-03_12:05:10,RT @fujirockers_org: フジロック'23ヘッドライナーはFOO FIGHTERS、LIZZO、THE STROKES！ラインナップ第一弾、一挙31組を発表！ #fujirock #フジロック https://t.co/5i5DcsyjCw https://t.…,0,120,1572952807,un_cho_mofmof,もふ子,猫と漫画と夏フェス。たまにMTB。,383,109,2013-07-06_23:34:13,False,http://pbs.twimg.com/profile_images/491243396162265088/nCrgnOul_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621344012300058624,2023-02-03_12:05:10,フジロックはCory Wong来るんだ。ストラトでカッティング専門のお客さんが大挙して押し寄せるな。コンプ持って。,0,0,1615359290348548097,kleiber2023,蔵伊庭,ムリはするんじゃあない,76,5,2023-01-17_23:44:15,False,http://pbs.twimg.com/profile_images/1615359595484176392/YLNWqlAU_normal.jpg,,
1621344011708682241,2023-02-03_12:05:10,フジロックもメンツいいなぁ　Foo Fighters、Weezer、FEVER333みたい,2,0,1584002903374581760,bmth_0103,たゆ@coldrainボトムライン,SiM/coldrain/RADWIMPS/ELLEGARDEN/UVERworld/Bring Me The Horizon/Sleeping With Sirens/YUNGBLUD/Avril Lavigne/The 1975 etc…,228,62,2022-10-23_11:05:09,False,http://pbs.twimg.com/profile_images/1610879920695283713/OwszAbQ-_normal.jpg,,
1621344007459860481,2023-02-03_12:05:09,"フジロックのメンツ全然わかんねえや！
最高！",0,0,1011221195444764673,chunk_1004,チャンク,ラジオ 音楽 映画 ゲーム MTG,156,47,2018-06-25_21:14:55,False,http://pbs.twimg.com/profile_images/1316053537541898240/a1Bja9RG_normal.jpg,,
1621344002649001985,2023-02-03_12:05:08,RT @fujirockers_org: フジロック'23ヘッドライナーはFOO FIGHTERS、LIZZO、THE STROKES！ラインナップ第一弾、一挙31組を発表！ #fujirock #フジロック https://t.co/5i5DcsyjCw https://t.…,0,120,3911601,shunzei,shunzei,Beer or Dieなサラリーマン。IT系の本を出版してたりも。SPARKS GO GO/UNICORN/04LS/BABYMETAL/NEMOPHILA/RADWIMPS/ヤバT/アラバキ/宮ロック/京都大作戦/FRF/RIJF/RSR好き。Rockは見る演る両方好き。野球はドラゴンズ。写真はめざましテレビ出演時。,931,402,2007-04-09_23:58:37,False,http://pbs.twimg.com/profile_images/1273460911/uniTOP2_normal.jpg,http://abs.twimg.com/images/themes/theme18/bg.gif,
1621343999306141696,2023-02-03_12:05:07,"フジロックを楽しみに頑張りますわ。Lizzoめちゃめちゃ観たいし他にも観たいのたくさん。
何日間行くかが問題やなー！",5,0,130888504,okokokatch,オカ(oookay!!!),"(((👐))) リアル三兄弟Funk'n'Rollバンドoookay!!! @oookayrocks の長兄=choookay!!! oookay!!! New Single ""Game (ACDEE Remix)"" 2022/11/2配信開始!!! https://t.co/rAaDhs0JBM",1088,1169,2010-04-09_01:47:20,False,http://pbs.twimg.com/profile_images/1505204052828729348/VKcZL6-G_normal.jpg,http://abs.twimg.com/images/themes/theme8/bg.gif,https://t.co/dWMdpFXppj
1621343992817532929,2023-02-03_12:05:05,"今年のフジロックはVulfかゴーゴーペンギンが来たら絶対行くと決めてたのでかなりピンポイントな所突いてきたぞ！
ストロークスの日だったら嬉しいけど第一弾でこのレベルなら多分全通になるな。",1,0,172329593,any645,any,,612,304,2010-07-29_22:00:38,False,http://pbs.twimg.com/profile_images/1336821892/post-395939-1153470412_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/43zTQJc7ae
1621343984512819204,2023-02-03_12:05:03,Twitter凍結騒ぎのせいでフジロックのラインナップトレンド入りせんwwwwww,0,0,120445892,FUSUMER,フスマー🐰,🥕🐹🚙／💉💪💉💪💉💪／📺🎮／👨📺👩／🎫💿／💋📀／👙📖／💸💸💸／,1747,1611,2010-03-06_22:10:17,False,http://pbs.twimg.com/profile_images/1408609727458603010/Y4lUryw1_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/a85tnBa6nQ
1621343982923169793,2023-02-03_12:05:03,RT @fujirockers_org: フジロック'23ヘッドライナーはFOO FIGHTERS、LIZZO、THE STROKES！ラインナップ第一弾、一挙31組を発表！ #fujirock #フジロック https://t.co/5i5DcsyjCw https://t.…,0,120,145576903,CHiiiCO_39,chiiico39,人生の秋口に入りました。生涯かわしまぎゃると高らかに宣言したのは2015年5月16日のことです。 かわしまぎゃるであることに変わりはないです。軽やかに100まで生きる。,60,122,2010-05-19_18:17:22,False,http://pbs.twimg.com/profile_images/878567949505708033/egYsjNCW_normal.jpg,http://abs.twimg.com/images/themes/theme17/bg.gif,
1621343972521287680,2023-02-03_12:05:00,フジロックも凄いラインナップやなー。Weezerとストロークスいいなー。,0,0,1241683678368952320,innoke13,いんのけ,マロニーの1番好きな食べ方はすき焼きです。もちろん溶き卵必須です。音楽ライブには行きますし、ラジオも野球もそこそこ楽しんでます。にゃー。,245,248,2020-03-22_20:10:48,False,http://pbs.twimg.com/profile_images/1434151659232366595/29ZUdZqs_normal.jpg,,https://t.co/LSSZD5J8A0
1621343972156395521,2023-02-03_12:05:00,フジロック、めっちゃメンツ良い😆,0,0,1052924804292956161,KAI_BxuVof,カイカイ,ユースケです。,450,85,2018-10-18_23:10:10,False,http://pbs.twimg.com/profile_images/1126125003991203840/fWpQ7GJg_normal.jpg,,https://t.co/nsf67tHnfd
1621343969887277057,2023-02-03_12:05:00,"フジロックのラインナップ見て、思わず""おぉぉ〜""と声が出た。",0,0,86485154,kofuyuorg,小冬,行けるようになったら、また行くよ。 それまで、気持ちがヘタりませんよう、お互いに。生き延びようぜー。ライブハウス・銭湯・居酒屋・喫茶店・町中華・町洋食などが好きです。散歩と自炊と家飲み。フォロー・リムーブご自由に。,379,325,2009-10-31_17:02:05,False,http://pbs.twimg.com/profile_images/1315241195707101184/h_0YeoOG_normal.jpg,http://abs.twimg.com/images/themes/theme3/bg.gif,
1621343968595410944,2023-02-03_12:04:59,フジロック、リーク正解だったのw,0,0,152569877,opocya,(mogu),音楽と活字と野球。雑食,192,104,2010-06-06_17:43:56,False,http://pbs.twimg.com/profile_images/1416242998048788484/ZzeoMCHx_normal.jpg,http://abs.twimg.com/images/themes/theme11/bg.gif,
1621343968566083586,2023-02-03_12:04:59,フジロックにフーファイターズ！！,0,0,187879944,hiden5,日高,映画とかゲームとかサッカーとか野球とか,68,66,2010-09-07_20:47:30,False,http://pbs.twimg.com/profile_images/1248563557899186176/ZVU4R6DS_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,
1621343966234054657,2023-02-03_12:04:59,"フジロック、大トリはFoo Fightersかあ
ドラムの人亡くなってからは初来日かね",0,0,70398152,adash1no,化乃,セレッソ/ HR/HM /深夜アニメ/劇場出て3歩で内容忘れるような娯楽映画/ が好き,388,183,2009-08-31_22:56:48,False,http://pbs.twimg.com/profile_images/1563859909669785601/FRkJnEoP_normal.jpg,http://abs.twimg.com/images/themes/theme5/bg.gif,
1621343964212391938,2023-02-03_12:04:58,"鳥肌立ったわ
さすが俺たちのフジロック",0,0,1010003670690197504,tsubasic_5,ttm,"なぜ、無人島に一冊もってゆくなら『苺ましまろ(3)』なのか
和大シス工MD B4 Jazz研",76,59,2018-06-22_12:36:54,False,http://pbs.twimg.com/profile_images/1010007627231739906/7mjjKios_normal.jpg,,
1621343953877626881,2023-02-03_12:04:56,RT @fujirockers_org: フジロック'23ヘッドライナーはFOO FIGHTERS、LIZZO、THE STROKES！ラインナップ第一弾、一挙31組を発表！ #fujirock #フジロック https://t.co/5i5DcsyjCw https://t.…,0,120,135469139,hormiga826,ariko,東京で働くフツーの会社員です。大阪と音楽をこよなく愛してます！ いろんなジャンルの音楽ライブ参戦してます！,157,34,2010-04-21_20:41:38,False,http://pbs.twimg.com/profile_images/1586009007546040320/w0pvAYrj_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621343951658823680,2023-02-03_12:04:55,ほほう、フジロックのヘッドライナーはFOO FIGHTERSも LIZZO、そして THE STROKESですか……ふうむ……。,0,0,63993493,dra_ryusan,龍氏,まっすぐねじれた低空飛行,282,1131,2009-08-09_01:22:30,False,http://pbs.twimg.com/profile_images/1350600509753737217/9mjW6LUM_normal.jpg,http://abs.twimg.com/images/themes/theme9/bg.gif,
1621343949658128386,2023-02-03_12:04:55,RT @AokiTheEarthman: フジロック、ストロークスか！震災直後のサマソニ2011のストロークスは本当に本当に本当に良かった。またフジロックでみたいなぁ。,0,1,171731920,nakata_kttk,カツテイク,読書家・音楽家 ✉️:kaiserthedogrecords@gmail.com 「未翻訳小説を日々頑張って読んでいる日記」https://t.co/Uuuocnf8DA 自主音楽レーベル Kaiser The Dog Records（各種サブスク配信中） のリンクは下のURLへ,879,628,2010-07-28_10:29:54,False,http://pbs.twimg.com/profile_images/1580795920077434880/eyp0HZ46_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/IjORarpzJr
1621343944885018625,2023-02-03_12:04:54,RT @hrkobysh1: フジロック、いいなと思ったのはIdlesとOvermonoなんだけど、どちらも単独でみたいよ,0,1,171731920,nakata_kttk,カツテイク,読書家・音楽家 ✉️:kaiserthedogrecords@gmail.com 「未翻訳小説を日々頑張って読んでいる日記」https://t.co/Uuuocnf8DA 自主音楽レーベル Kaiser The Dog Records（各種サブスク配信中） のリンクは下のURLへ,879,628,2010-07-28_10:29:54,False,http://pbs.twimg.com/profile_images/1580795920077434880/eyp0HZ46_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/IjORarpzJr
1621343943945510913,2023-02-03_12:04:54,RT @fujirockers_org: フジロック'23ヘッドライナーはFOO FIGHTERS、LIZZO、THE STROKES！ラインナップ第一弾、一挙31組を発表！ #fujirock #フジロック https://t.co/5i5DcsyjCw https://t.…,0,120,39440767,ayacok,ayaco,岡山県倉敷市→東京 Graphic Designer | Photograph | EINSTEIN STUDIO主催 NICETOMEETYOU 1、HUNGRY 1&5、NEWJAPANPHOTO 5参加 | 한국어를 공부하고 있어요 | TAROT | Gentle Lenormandの中の人,568,573,2009-05-12_14:21:46,False,http://pbs.twimg.com/profile_images/1548593144488308736/x-aOjc8I_normal.jpg,http://abs.twimg.com/images/themes/theme6/bg.gif,https://t.co/VwbVovNWl7
1621343937163309056,2023-02-03_12:04:52,RT @fujirockers_org: フジロック'23ヘッドライナーはFOO FIGHTERS、LIZZO、THE STROKES！ラインナップ第一弾、一挙31組を発表！ #fujirock #フジロック https://t.co/5i5DcsyjCw https://t.…,0,120,829444773761028097,Nu___Records,ぬっレコ,"レコード破産街道まっしぐら
ディスクユニオンに煽られる人生 

アイドルマスターのアカはこっち→@thenazznazz",320,405,2017-02-09_06:40:19,False,http://pbs.twimg.com/profile_images/1353709269611286529/llR5iLNg_normal.jpg,,
1621343921988329472,2023-02-03_12:04:48,"@esuf11 最近overmonoめっちゃハマってたとこなんで最高です！
フジロックで会いましょう！！",1,0,3771233474,yushin_j,ジャンユシン,音楽が好きな25歳,416,442,2015-10-04_00:15:04,False,http://pbs.twimg.com/profile_images/1107945619140702208/VBkJPfkB_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/dEu0tCN90K
