ツイートID,ツイート時刻,ツイート本文,いいね数,リツイート数,ID,ユーザー名,アカウント名,自己紹介文,フォロー数,フォロワー数,アカウント作成日時,自分のフォロー状況,アイコン画像URL,ヘッダー画像URL,WEBサイト
1621369305744162816,2023-02-03_13:45:40,"RT @hiranokohta: 「凍結が多いのでmixiに帰るべきでは」
「いいね、実家を捨てて都会に行って疲れ果て、３０年ぶりに故郷に逃げ帰ったら既にダムの底に沈んでたみたいな趣がある」",0,659,2593097712,xxt2xx,しょう,グッズ交換用件日常アカウントです。遥か昔に成人済み。責任持ってお取引させて頂きます。 自分と友人の推しを集めています。なるべく窓口から同日に発送出来る方、適切な梱包が出来る方。連絡の遅くない方。連絡先画像不可。振り込みはみずほ対応のみ。お取り引き後はF、Bご自由に。,1538,646,2014-06-28_22:43:21,False,http://pbs.twimg.com/profile_images/1221746729994768384/U1dtfeYw_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621369303982571520,2023-02-03_13:45:40,"RT @hiranokohta: 「凍結が多いのでmixiに帰るべきでは」
「いいね、実家を捨てて都会に行って疲れ果て、３０年ぶりに故郷に逃げ帰ったら既にダムの底に沈んでたみたいな趣がある」",0,659,19720507,mahuyu,まふゆ@通常運行,成人済み。基本RT魔。とうらぶ（前田と平野）、FGO、ウマ娘はデジたんと一緒にウマ娘ちゃん達追っかけ、現役馬の推しはエフフォーリア他。エールちゃんぎゃーんばれー！レーンちゃんとタイホくん長距離姉弟推せる。イトちゃんお疲れ様。一口馬主始めました。ヅカ（研11）、ドール、万年筆等々 うちのコ（と書いてぬこ）はかわいい。,1891,585,2009-01-30_02:05:33,False,http://pbs.twimg.com/profile_images/1607015880776642566/GqCukRRf_normal.jpg,http://abs.twimg.com/images/themes/theme20/bg.png,https://t.co/rfvxIyQwyF
1621369301465976832,2023-02-03_13:45:39,mixiトレンドにあるw,0,0,372796969,sin_fate,疾風迅雷シン🌲⚓,"シンです。アニメ･マンガ･ゲーム･イベント･ライブ勢♪ 水樹奈々さん推し！VTuberはホロライブ推し！
初音ミク PDAスコアタ＆達成率勢(｢･ω･)｢ CN:【株】疾風迅雷シン /艦これ(ブルネイ泊地)/FGO/プリコネ/アズレン(ブレスト)/アークナイツ/ウマ娘",625,645,2011-09-13_21:49:58,False,http://pbs.twimg.com/profile_images/1505856563390861314/kuoFWmOq_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,
1621369301113634822,2023-02-03_13:45:39,"凍結したらmixiに帰って
サンシャイン牧場します(サ終)",0,0,95892521,iseebi1985,海老㌠,"雀魂、マイクラ、エペ、ボダしてます🦐🦀🦞🦂が好き
普段はただのリツファボ魔₍₍ (ง ˘ω˘ )ว ⁾⁾ 
無言フォローをよくします、主に絵師さんを、最近はVtuberさんも",1781,532,2009-12-10_21:40:26,False,http://pbs.twimg.com/profile_images/1343589728860295168/ZbVoTJPW_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621048920779685888,2023-02-02_16:32:35,【定期】【拡散希望】ｲﾝｶﾚｻｰｸﾙのℳёlt*です！CLUBでのイベントなどを中心に友達の環を広げて、アツく溶けてしまうような楽しい生活を送りませんか!?どんどん友達に紹介して大きな輪にしましょう！れっつﾌｫﾛｰ&amp;RT！mixiｻｰｸﾙあり！#ｲﾝｶﾚ #ｻｰｸﾙ #CLUB,0,0,1561840934,Melt__ai,ℳёlt* @神フェス@ムムム,ｲﾝｶﾚｻｰｸﾙのMelt*です！現状に満足してますか？溶けてしまうような熱い大学生活を共に送りませんか!?是非ﾌｫﾛｰお願いします！！,313,91,2013-07-02_09:53:56,False,http://pbs.twimg.com/profile_images/378800000078311369/a4aefb131ee6c5098ab7549614740252_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,http://t.co/PH5SkuM8V6
1621048917097066500,2023-02-02_16:32:34,いまmixiあたりがTwitterパクリサービス作ったら客引っこ抜けるで。,244,226,7116432,sarasiru,さらしる,,16378,16136,2007-06-28_04:31:50,False,http://pbs.twimg.com/profile_images/3374158095/f87a6178039f7cc0389a3bfdfacddf72_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621048832493748224,2023-02-02_16:32:13,あとオリトラ新限定覇者石使えんのアホ,3,0,1378090557285658624,Fr_mixi,ぃ,アキマラに立ちはだかる天魔6,4578,5585,2021-04-03_06:03:03,False,http://pbs.twimg.com/profile_images/1615710643256193024/NJXtrtEt_normal.jpg,,
1621048664541265921,2023-02-02_16:31:33,"#Twitter連携

とりあえずAmebaさんとmixiのTwitter連携は外しました。これで良いんですかね🤔何と急に言われても全く分からんから今連携してる奴は確かこれだけだったと思う。",0,0,1360845673432633346,AQOBITAvjIkyNOw,梅田一郎,すみません。Twitter不具合あってまたアカウント変更しました。bayfmの皆さんよろしくお願い申し上げます。 たまにラジオ大阪さんに毎日放送さんよろしくお願い申し上げます。,372,138,2021-02-14_15:58:26,False,http://pbs.twimg.com/profile_images/1484488760855199747/anIITiKY_normal.jpg,,
1621048661689110529,2023-02-02_16:31:33,"RT @GoalJP_Official: 🏴󠁧󠁢󠁥󠁮󠁧󠁿 移籍実現せず 🇪🇨

退団希望表明の #カイセド、#ブライトン の練習に復帰。

#アーセナル がボーナス込みで7000万ポンド（約111億7000万円）のオファーを提出。しかし、ブライトンがこのオファーを受け入れず。",0,280,1378090557285658624,Fr_mixi,ぃ,アキマラに立ちはだかる天魔6,4578,5585,2021-04-03_06:03:03,False,http://pbs.twimg.com/profile_images/1615710643256193024/NJXtrtEt_normal.jpg,,
1621048660338548739,2023-02-02_16:31:32,音読み・訓読み 以外はNGってことじゃダメかな？＃キラキラネーム　＃戸籍法 --- キラキラネームどこまで認める？「一般的な読み方」と戸籍法で規定へ (朝日新聞デジタル - 02月02日 15:08) https://t.co/M8zozIJGXM,1,0,1048849081152368640,sawa_mental,さわちゃん,"B型作業所へ通所中です。
うつ、不眠症、軽度の発達障害を患っております。
趣味は歌うこと、
ドラゴンクエストウォーク、
ゲームです。
精神疾患を持つ方とつながりたいです。
skype e-com_sawaki
https://t.co/mCC1KzIPP8",17,26,2018-10-07_17:14:42,False,http://pbs.twimg.com/profile_images/1048853630172815361/GU_ErjrB_normal.jpg,,https://t.co/yTbMinarrp
1621048612703850497,2023-02-02_16:31:21,最近の獣神化改レベル高くないすか,1,0,1378090557285658624,Fr_mixi,ぃ,アキマラに立ちはだかる天魔6,4578,5585,2021-04-03_06:03:03,False,http://pbs.twimg.com/profile_images/1615710643256193024/NJXtrtEt_normal.jpg,,
1621048510329274372,2023-02-02_16:30:57,ついったくんフェイスブックとかインスタになりたいらしいけど、それがいいならそっちに行くので結局廃墟になると思うのだが、現状何がしたいんだろうな？感は拭えない。mixi復活はダルいな…消すためにすらログインダルすぎるというか、もう何も覚えていない…,0,0,121167271,a3m_ryu8,朝芽,腐。,147,154,2010-03-09_01:50:31,False,http://pbs.twimg.com/profile_images/1617463933211930625/mkVGbvKe_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/sKbWEHAMC5
1621048446626193410,2023-02-02_16:30:41,@monst_mixi オトククエストやった,0,0,1347896885764231168,YASAISEIKATU_83,野菜生活,"わざわざプロフィールに来てくれてありがとうございます
面白いツイートはしてないので見なくていいです
フォロバはします",295,282,2021-01-09_22:24:03,False,http://pbs.twimg.com/profile_images/1549100129524731904/VQ0-rLfc_normal.jpg,,
1621048402007199744,2023-02-02_16:30:31,"RT @daily_hiroshima: ダイナミックなフォームで投げ込んだ益田武尚投手

＃益田武尚
＃広島
＃日南 https://t.co/v23NqKFkVb",0,44,1148408988,carp_mixi,mixi 広島東洋カープコミュニティ,"#mixi 広島東洋 #カープ (MCC #mixiカープコミュ )です。応援歌歌詞は『全国 #広島東洋カープ 私設応援団連盟 https://t.co/amffn7T9Zf 』からの引用です。中の人が呟いたり #広島カープ 情報をリツイートします。連絡はDMか管理人へ。
※勧誘や公序良俗に反するリストの登録は固くお断り致します。",3725,2789,2013-02-05_01:15:25,False,http://pbs.twimg.com/profile_images/1520961297789362176/x3YcN1O1_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/takDp5lGHe
1621048353747521536,2023-02-02_16:30:19,【定期】mixiやってる方、マイミクなってくださいっ★　キーワード「あいらぶオシャとま」,0,0,126817855,kayo_denma_ku,☆かよ☆,JK1 ｻｶｲｽﾄ/ﾁｭｰﾄ/ﾗｲｾﾝｽ/ばちめん/大阪13期など...  芸人さん大好き(*^^*) 『ﾗｲｾﾝｻｰ』免許No.72★藤原さん/ｻｶｲｽﾄへの愛がとまらねぇ！と申し隊No.13/まーくんにかわいいと申し隊No.13/ﾃﾞﾝ様をｵｼｬﾚの伝道師にし隊No.12 /まーくんの肩筋に触り隊隊長,322,243,2010-03-27_11:44:32,False,http://pbs.twimg.com/profile_images/1475962181/110802_1822_0100010001_normal.jpg,http://abs.twimg.com/images/themes/theme11/bg.gif,
1621048352325648386,2023-02-02_16:30:19,@umashi なんならmixiとかMicrosoft messengerとか、伺かとか……う、頭が…！！,1,0,161636790,honninwara,もとびと,VRChat:MotoBito まったり系おーこく民。アイコンを描いたリアル嫁（@Date_morino )と一緒にアバター作ったりして遊んでます。ヘッダーはぽぬさん（@deresuteponu）さんにこちらで依頼しました。https://t.co/2zngUbmQLX,629,721,2010-07-01_19:35:33,False,http://pbs.twimg.com/profile_images/1586011758631604224/7mumNoeW_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/Hqv9HIMU6x
1621048278904340480,2023-02-02_16:30:01,@inutoripurin mixi「今こそ復活の時！」,0,0,60980251,s15bluein,ぶるいん＠C101新刊メロン専売,S15/VAGに乗る埼玉西武好きフルタイム自営業指揮官先生（横須賀鯖） pixiv https://t.co/EnXnr4voOP みんカラ https://t.co/jSVWrEufeM…,1001,681,2009-07-29_03:25:27,False,http://pbs.twimg.com/profile_images/780280622921097217/SdBZI99N_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621048240941707264,2023-02-02_16:29:52,そろそろ斜に構えて作ってなかったmixiに登録でもするか……？,0,0,801565691677581312,verte_tyy,ベルト,成人済 / 20.4- 常にTLで千ゲとラーメンを啜って生きてる / 一部設定CP自衛 / 本拠地：@verte_ty / DoNotRepost・転載禁止 / ✉️https://t.co/QgJQfvJCvg / 🔑@pluiematin,214,514,2016-11-24_08:18:48,False,http://pbs.twimg.com/profile_images/1572171538778189825/EhlV7roO_normal.png,,https://t.co/FUoh7fXFaa
1621048185711124480,2023-02-02_16:29:39,mixi足跡終了みたいな致命的な一撃,0,0,56615996,bas_ponkotsu,bas,QMAやってるよ　I486DX4の中の人だよ　サークルは440BXの人だよ,526,351,2009-07-14_14:22:33,False,http://pbs.twimg.com/profile_images/726048463318720512/7ti5snxf_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621048171173666816,2023-02-02_16:29:36,"味見谷の属性間違えてんぞ

@monst_mixi https://t.co/PCCFwav7Jh",6,0,1532235485405671424,red_monst,れっど,モンストrank1800↑ 轟絶28種運🍀 運極数1000↑,320,454,2022-06-02_14:39:51,False,http://pbs.twimg.com/profile_images/1618969588200521729/LRS6LaAs_normal.jpg,,
1621048122788155392,2023-02-02_16:29:24,ガチでmixiに行けって案件か？,0,0,53073867,evilbeatz,高山,音楽とご飯と洋服と靴と鞄とテレビと漫画が好きです。あと手と血管と（以下略）フォローリムーブお気軽に。 Instagram→evilbeatz　アイコンはキョウ（@kyo469）さんありがとうございます,417,557,2009-07-02_23:16:28,False,http://pbs.twimg.com/profile_images/1103058874716676097/5RetdvDb_normal.jpg,http://abs.twimg.com/images/themes/theme4/bg.gif,
1621048096615723013,2023-02-02_16:29:18,Twitterの繋がりが人質というか、メッセンジャーでもSkypeでもmixiでも流行り廃りや自分勝手な都合で渡り鳥するのが我々ユーザーだっただろうと思うけど老化してるから気が重いのはそう,12,0,152929030,06Yme,わおん,アイコン: @redner_twill|@zuppu11 ヘッダー: @shirnornura DM:@FRI06Y,887,1805,2010-06-07_15:56:22,False,http://pbs.twimg.com/profile_images/1621358853282762752/p_htfY0y_normal.jpg,http://abs.twimg.com/images/themes/theme17/bg.gif,https://t.co/1GuzNIIhLY
1621048076357226496,2023-02-02_16:29:13,"RT @dads_matsu: Yahooニュースやmixiニュースでもご覧いただけるようです。　アフターコロナを迎えつつある今、「こういう新しい需要があるんやね」と一人でも多くのかたに知っていただければ幸いです。よろしくお願いいたします。
https://t.co/b9I3P…",0,113,463340761,ogu512bb,小倉,枚方市在住のプラモ好きな本職歯科技工士 DJみたいなのもたまに。 プラモは車、戦車、飛行機など。 しまい込んだエアブラシ一式出すのが面倒で筆塗りばっかりです。 鳥ずき。 長くキューバン・サルサもやっております。ミドリガメ飼ってます。 奥様がやってる我が家のカメ、じゃじゃのアカはこちら @JJK22222,636,678,2012-01-14_09:34:49,False,http://pbs.twimg.com/profile_images/1509073661675786242/xoy4hrXa_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621048008799588352,2023-02-02_16:28:57,"みんなでmixiってやつやらん？
アカウント作りたいから誰か招待してや〜",2,1,120021394,_kayu_,竜騎士　長沼龍也(コードネーム:エルダー),元Lycee銀符人 ナナシスプリコネグラブルとかやってます マコト推し 好きなブランドは型月とカズユキクマガイ クドに似てると近所で評判 mtgもやってます NONAも好きになっちゃった 最近はガンプラもたしなみがち ガンスタも始めました https://t.co/KbcbhsAqFr,571,502,2010-03-05_16:18:32,False,http://pbs.twimg.com/profile_images/822471391270141952/DJnKqdSP_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/Ue29UINqyH
1621047791236841476,2023-02-02_16:28:05,やっぱりSNSは18歳以上で紹介制にした方が良いよなとmixi全盛期を思い出してる,4,0,782947048702160898,04be_shari,べしゃり,西川貴教さん バンド tricot シャーマンキング ポケモン ポケカ(はお休み) ボドゲ ホビー 特撮 アニメ クマサン商会アルバイター 趣味事にアカウント分けるの面倒なので色んなツイートが流れます,1895,953,2016-10-03_23:14:57,False,http://pbs.twimg.com/profile_images/1591958301813637122/dgihG8Qg_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621047731568648196,2023-02-02_16:27:51,みんな、一緒にmixiへ帰ろう,0,0,37574999,djctype,C-TYPE,"心のやさしいハードコアDJのうちです。どなたでもフォローください。おいしいお菓子がございます。お茶も沸かしてございます。
DJブッキングや曲提供等はお気軽にDMください。",550,1283,2009-05-04_11:42:45,False,http://pbs.twimg.com/profile_images/463135368280162304/U8n4OlbW_normal.jpeg,http://abs.twimg.com/images/themes/theme2/bg.gif,https://t.co/8jfc8WnBGQ
1621047588211535872,2023-02-02_16:27:17,@u81__0 @monst_mixi どうでもいいけど、少なくてももう限定2枚引いてるのすごいな( ’-’ *) 個人的には自陣媽祖1でも何とかなると思うから、ジキハイかと。,0,0,1373839652910624769,Rom99365285,A1es,常に眠いです。,23,16,2021-03-22_12:31:31,False,http://pbs.twimg.com/profile_images/1607278149460692994/CCJCGkvx_normal.jpg,,
1621047533807218689,2023-02-02_16:27:04,@monst_mixi ありがとうございました。,1,0,1468284066814636036,1LEPmWUa6EK1SRu,(非公式)モンスターストライク グングニル教,モンスターストライクのグングニルを主神とし、崇め奉るアカウントです。 入信、棄教は自由です,7,3,2021-12-08_03:19:53,False,http://pbs.twimg.com/profile_images/1468288259453165574/U400aSin_normal.jpg,,
1621047393730056194,2023-02-02_16:26:30,"RT @daily_hiroshima: ブルペンで投げ込みを終え、ＯＫサインを出す長谷部銀次投手

＃長谷部銀次
＃広島
＃日南 https://t.co/4E38WIsKze",0,35,1148408988,carp_mixi,mixi 広島東洋カープコミュニティ,"#mixi 広島東洋 #カープ (MCC #mixiカープコミュ )です。応援歌歌詞は『全国 #広島東洋カープ 私設応援団連盟 https://t.co/amffn7T9Zf 』からの引用です。中の人が呟いたり #広島カープ 情報をリツイートします。連絡はDMか管理人へ。
※勧誘や公序良俗に反するリストの登録は固くお断り致します。",3725,2789,2013-02-05_01:15:25,False,http://pbs.twimg.com/profile_images/1520961297789362176/x3YcN1O1_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/takDp5lGHe
1621047369700900864,2023-02-02_16:26:25,"RT @daily_hiroshima: ブルペンで投げ込む河野佳投手

＃河野佳
＃広島
＃日南 https://t.co/TcQDmBsKXy",0,40,1148408988,carp_mixi,mixi 広島東洋カープコミュニティ,"#mixi 広島東洋 #カープ (MCC #mixiカープコミュ )です。応援歌歌詞は『全国 #広島東洋カープ 私設応援団連盟 https://t.co/amffn7T9Zf 』からの引用です。中の人が呟いたり #広島カープ 情報をリツイートします。連絡はDMか管理人へ。
※勧誘や公序良俗に反するリストの登録は固くお断り致します。",3725,2789,2013-02-05_01:15:25,False,http://pbs.twimg.com/profile_images/1520961297789362176/x3YcN1O1_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/takDp5lGHe
1621047260661583873,2023-02-02_16:25:59,"mixi、FB(時代)、インスタ全部彼氏と友達やった！あたしの場合誰にでもフルオープンやから大丈夫！
https://t.co/hMKZqhSS84",0,0,1560087135625318400,GyuHoruAmiyaki,牛ホル@ホルモンより海鮮派,Dbd下手くそ勢です🔰海鮮と酒を愛してやまず、記憶ないままデドバしてる時ありまーす🍻vcは人見知り発動するので、パラ無しが好き！🕺慣れたらめちゃくちゃ喋ります。新規さんも下手くそもプロも絡んで💓,191,198,2022-08-18_11:12:18,False,http://pbs.twimg.com/profile_images/1560090856568528896/Hf6PSqgC_normal.jpg,,
1621047208933208064,2023-02-02_16:25:46,"♪ピンチでも諦めない 真っ向勝負さ
その勇姿を見て今日も頑張れる
大空にアーチ描き もっと魅せてくれ
戦う男の生きざまを
痛みは半分に喜びは二倍に
声合わせ歌え さぁ高らかに
カープ！我らの宝
カープ！我らの幸せ
カープ！心は一つ
いざ共に行かん！君は勝つ！Let's win！",0,0,1148408988,carp_mixi,mixi 広島東洋カープコミュニティ,"#mixi 広島東洋 #カープ (MCC #mixiカープコミュ )です。応援歌歌詞は『全国 #広島東洋カープ 私設応援団連盟 https://t.co/amffn7T9Zf 』からの引用です。中の人が呟いたり #広島カープ 情報をリツイートします。連絡はDMか管理人へ。
※勧誘や公序良俗に反するリストの登録は固くお断り致します。",3725,2789,2013-02-05_01:15:25,False,http://pbs.twimg.com/profile_images/1520961297789362176/x3YcN1O1_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/takDp5lGHe
1621047140461215744,2023-02-02_16:25:30,"mixi「死にたい」
「大丈夫？」
「私で良かったら相談して」
これで終わるのがmixi

TwitterA「死にたい」
B「いってらーw」
C「リスカんぎもぢぃいよ！ジュバジュバ！」
A「ネタにマジレスやめろし」
BC「垢消せ」
AB...Z「垢消せ」

これがTwitter",0,0,1133837942,Ya_mai_ryokun,…,黒い,144,164,2013-01-30_20:46:36,False,http://pbs.twimg.com/profile_images/3192166330/f409324a8884dfecdb9a3b4476273857_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621047032504016897,2023-02-02_16:25:04,@kokikimura mixi社内でのみ面白いと錯覚してるレベルですよね？ファミコンスーパーマリオの方が面白いほど底辺アプリなんで現場しっかりチェックした方が良いですよ🤣,0,0,1119072114,grande_juventus,よっし〜🧨🤔,2021/9/21 R1500達成 2018/7/2 宮城6番目？R999達成 ダルタニャン推しかつガチャ限運極勢現20体＋リーチ数体他kofasとキャプテン翼をたしなむ程度 ※多趣味 酒(日本酒、ビール、シャンパン全般) 元ジェフJr.ユース→仙台育英サッカー部(スポーツ全般)ドライブ(アウディ、シトロエン2台持,470,661,2013-01-25_20:34:40,False,http://pbs.twimg.com/profile_images/1196926934074028033/qvd-wSoZ_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621046834608345088,2023-02-02_16:24:17,"LINE,mixi やってます(〃ω〃)   LINE→gttt0626,mixi→gttt0626です（　^ω^） 毎日入っているのでどんどん絡んでください(^ω^)",0,0,862920877,wakatiko1996,白雪姫@最近bot気味…,アニオタ高校生です( ´▽｀) 気楽にフォロー下さい(^^♪lineもやってます。,607,344,2012-10-05_20:44:35,False,http://pbs.twimg.com/profile_images/3617323886/a5593dd485595a2db31a5449f1d5cde0_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621046788806545408,2023-02-02_16:24:06,mixiに逃げる方々,0,0,887178533977575424,IQ5quadrillion,しわ,🌾こがねいろハーベストムーン🌕,359,123,2017-07-18_14:13:40,False,http://pbs.twimg.com/profile_images/1080393155378274304/373ILxxg_normal.jpg,,
1621046778991878146,2023-02-02_16:24:04,Twitterしんだら身内はmixiでいいんやけど、それ以外の見たい人とか繋がりたい人、宣伝したい人みたいなのはぜんぶしんでしまうんだよな…どうしたら…,0,0,895486741,Harry_kbs,はり,安心の腐臭漂う昭和生まれ。火黒赤安クリ沢カミュ主などジャンル雑多な左右固定民。成人向呟きあり、フォローは高校卒業した方で。bioで腐だとわからない方はBします。アイコンはヨリさん（@t_chocola）から（支部:4609086）,96,147,2012-10-21_23:34:41,False,http://pbs.twimg.com/profile_images/796373820705640448/9B1JuaXw_normal.jpg,http://abs.twimg.com/images/themes/theme12/bg.gif,https://t.co/sGwhhUfQez
1621046582270636032,2023-02-02_16:23:17,"FT後半年以内のAIHで妊娠した方(2人目不妊だが、、)のブログを発見(☆∀☆)
知恵袋などはやる意味ないなどの意見が多かったのでちょっと安心。
ブログ、mixi世代だしオタとか日常とかでやってたけど今はもうやる余裕はないな、、、。",0,0,1602959333398302720,yuuu_ruuun,ゆる@1人目妊活AIH④,👩35👨30|フルタイム勤務建築士|💍2021.8|自己流タイミング2021.10|🏥通院&卵管造影2022.8|AIH①②③2023.1④ |子宮ポリープ除去済|男性不妊 |卵管両側狭窄|1人目妊活の方のみフォロバします。無言フォロー失礼します。🧚‍♂️報告します⚠️マタアカ作りません。さよならはブロ解推奨,46,57,2022-12-14_18:31:34,False,http://pbs.twimg.com/profile_images/1608748301100404736/ozV9WiCI_normal.jpg,,
1621046567833845760,2023-02-02_16:23:14,mixiに人が流れる世界線か？,0,0,315146891,sakusinokyuubi,九音(くおん),主にゲームが好きな人 マンガとかライブとか舞台とか特撮も好き。 〇̶〇̶〇̶🍅●◆トマトの数を数えるのはやめました。,2216,1394,2011-06-11_20:25:20,False,http://pbs.twimg.com/profile_images/1541602786734768128/xFvXIVcm_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621360972014182402,2023-02-03_13:12:33,"凍結祭り来てるらしいけど凍結の基準変わってるらしいから気を付けてね！
相互さん200人消えてる:( ‘ᾥ’ ): https://t.co/CISBci7RUs",101,9,4682348310,Tabo129,たぁ坊,チキンなので自分から余り自発行けませんꪔ̤̥ゲーム垢▷@Nekoten_o,3109,25394,2015-12-31_18:24:28,False,http://pbs.twimg.com/profile_images/1597211197044318210/0G0FFqhI_normal.jpg,,https://t.co/rBvMo5oVxS
1618147941130145793,2023-01-25_16:25:07,【？！】政治学者、三浦瑠麗さん「中国人による土地購入を疑問視する声がありますが、中国の体制が分かってない。中国排除でなく相互依存の関係構築を https://t.co/ZHqV3MKYx6,1637,618,1178994547302354945,moeruasia01,もえるあじあ ･∀･,"アジア関係のニュース、ネタなどを日本人目線で軽く&見やすく&分かりやすくをモットーにまとめます
よろしくお願いいたします(*'ω'*)",4135,47632,2019-10-01_20:26:26,False,http://pbs.twimg.com/profile_images/1178995670763466752/NcN5pxLH_normal.jpg,,https://t.co/PcSlULaV3z
1621286672049795072,2023-02-03_08:17:19,凍結まつりがあったらしいけど相互さんで凍結しちゃってる方いませんよね？そもそも凍結してるアカウントってどうやって見分けるの？「あれ？あの人のアカウントがない？」って気づくしかないのかな,50,9,120852685,fukuchi_tsubasa,福地翼@GOLDENSPIRAL,漫画家です◇少年サンデーで『GOLDENSPIRAL』連載中◇代表作『うえきの法則(プラス)』『タッコク‼︎!』『アナグルモール』『サイケまたしても』『ポンコツちゃん検証中』短編集『ご機嫌ナナメの吉岡さん』◇過去作はこちら→ https://t.co/9mtrTn5JXc,176,84344,2010-03-08_04:30:22,False,http://pbs.twimg.com/profile_images/1346088554493972480/R_mnsy3g_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621369347469094912,2023-02-03_13:45:50,ほんまこれ………別垢も相互さん何人か減ってるしもう氷河期みたいになってる,0,0,1537634389672497152,mamatsuri_poq,まつり,ぐらたん(@Guratan_tan78)です。本垢が凍結にされてしまったのでしばらくここにいます,23,20,2022-06-17_12:13:13,False,http://pbs.twimg.com/profile_images/1621228989175185409/C2SLig97_normal.jpg,,
1621369304242601986,2023-02-03_13:45:40,ポロワ〜さんも相互さんもメチャ凍結されてるじゃん…………イ〜ロン氏、ユ〜ザ〜の声聞いてくれ 頼むわ,0,0,1370286327845908480,____NEONTOWN,宮路,何でも食べる雑食夢女￤20↑￤ 日常 @____moonrise ￤ フォローの際はご一読ください https://t.co/1So4kYyJXP,322,2056,2021-03-12_17:11:55,False,http://pbs.twimg.com/profile_images/1459807238428962816/W7xxaI-m_normal.jpg,,https://t.co/1Eyx90mdkA
1621369299062657024,2023-02-03_13:45:39,この小ぢんまり垢でも相互さん減ってる…😧,0,0,1286318388994744321,natadecoccon,🍋,直七(なおしち) 20↑【腐】好きな物を好きな時に描いて吐き出してる雑多ジャンル日常ごった煮垢🗝を付けたり外したり。G種ｷﾗ💜最愛/💎🖤🦅(たまにFA),33,44,2020-07-24_00:13:13,False,http://pbs.twimg.com/profile_images/1615924797887873025/Mg3G9Gye_normal.jpg,,
1621369287100489729,2023-02-03_13:45:36,🧊になった垢多いみたいで相互さんもフォロワーさんもいなくなった方がチラホラ👀💦私もいつ🧊されちゃうのかハラハラだ〜なにか条件あるのかな？？💦,0,0,1348627628647845891,anzu_ju_goyu,あんず🐈,五悠垢 20↑ 本誌派（発行日は騒がしいです）無断転載禁止 、クリスタ初心者ゆえクリスタの呟きもします。鍵は開けたり外したりPixiv⏩https://t.co/Z2poLMwnyb,137,21918,2021-01-11_22:47:51,False,http://pbs.twimg.com/profile_images/1527085552394063872/_GFv2UXN_normal.jpg,,https://t.co/dKKsaTC78s
1621369285347278848,2023-02-03_13:45:35,万が一の時のためにフォロー欄相互さんスクショしたので、凍結祭り食らったら別垢でふぉろ行くと思う,0,0,1178561692281651200,handa_shin,半田 芯,🌼 成人済 創作 雑多FA 🌼 Repost is prohibited.,217,290,2019-09-30_15:46:28,False,http://pbs.twimg.com/profile_images/1518392771933241344/Qt2XTKSk_normal.jpg,,https://t.co/XFcEOUtShq
1621369272126820352,2023-02-03_13:45:32,今ほど相互さんのアイコン見てホッとする瞬間てないと思う,0,0,1284497943676895233,mj_a4py,むじこ,絵を描く/リーチ推し/成人済/夢プラス◎腐◎,40,2089,2020-07-18_23:39:25,False,http://pbs.twimg.com/profile_images/1609930087662784513/mazGk1pX_normal.jpg,,
1621369271740944385,2023-02-03_13:45:32,あ1人相互さん凍結したな,0,0,1574391740290633728,SUIREN0912,sᴜɪʀᴇɴ #編集スランプ,￤文ストオタク￤コミック勢￤基本寝てる 😪￤￤09￤🔕必須￤アイコン▶︎@Koku__0011 様￤,272,116,2022-09-26_22:33:42,False,http://pbs.twimg.com/profile_images/1619565185903263744/P-pC4CJ1_normal.jpg,,https://t.co/7V5efWAqRB
